Device,Phase Reward,Recyclable Score,CO2 Emission Saved,Other Savings,CPU,Memory,Battery,Display,Keyboard,Plastics,Metals,Copper,Aluminum,Gold,Silver,Lead,Tin,Nickel,Zinc
Television,94.84040348976406,0,6.609890774699405,1.299052177232583,26,0,48,35,0,33,21,4.309997513056406,3.874168749733276,0.7515026084999734,0.5495251232788306,0.4589306017620305,0.15211630432573708,0.13970716522984994,0.6233669602624018
Mobile,34.21585964742799,1,9.504255033612116,6.277384978297384,44,21,31,29,37,47,8,2.941522975814646,4.482021794662562,0.8696490454956788,0.2277875414307523,0.5102493873114606,0.6515715624877121,0.5010082386211332,0.25133543818804105
Television,78.12570333348825,0,1.6320581674059254,8.935361228871395,33,16,37,28,49,25,10,4.051741123341148,2.1287465426931322,0.4570151087517148,0.42906102410025715,0.5170268838137566,0.6298059199383114,0.07248834557578554,0.7154287723622933
Mobile,53.65438143165406,1,2.3207656765973086,6.102041838478669,39,22,18,50,45,24,49,4.058398025689604,1.9749507690157775,0.18146091142026888,0.059182006511555474,0.3098131817914892,0.07775871948318802,0.4014111479117507,0.49551774306335916
Refrigerator,38.16856635915528,1,7.869427885909359,2.2094893727783536,30,47,9,26,39,17,5,0.3478604697360249,2.687009363692666,0.1528426816326307,0.3239288804836302,0.04347743799003834,0.8098110416443438,0.8863976014741609,0.6441011903429885
Laptop,31.430887881554384,1,6.815539074016769,12.512408453870638,28,10,39,20,41,45,18,4.541384689830533,1.218539021134215,0.6308131041629744,0.493618998120805,0.33962286628011895,0.32818918844315426,0.26328707381226146,0.6564342789513299
Laptop,57.6496450228624,1,8.157679041705,8.266129716858906,30,30,43,5,0,25,23,3.730285500757388,2.3166433194592573,0.42705314228735725,0.2936868323055446,0.30304384004671114,0.4331487504714132,0.17929078113412156,0.01902575441207055
Refrigerator,87.8546572951022,0,9.241005332987429,14.679354421039136,5,23,33,23,21,20,38,1.0801292755438978,2.3452066281338975,0.10230113206037827,0.7131928802407608,0.6212049585162006,0.9294962044206244,0.5185290864782931,0.5623763693190139
Accessories,84.0812455581504,0,4.521969236894275,13.877546397045256,3,20,37,32,30,3,31,3.651722032794404,2.5635928486839434,0.9847565355985982,0.18631212383537077,0.7370749890401621,0.6748390522088719,0.7815254885717134,0.4665181959362159
Television,83.71772061064325,1,6.162583390056852,12.297943804480369,24,3,28,25,4,28,36,0.3070559724454808,3.372360425110088,0.26157911059775796,0.5278603348658186,0.3827768336983335,0.6919560335632801,0.32180711263933415,0.28048932832965146
Refrigerator,29.59420614280252,1,7.30106093847041,1.8159264997015874,24,11,44,49,10,15,48,1.182348075404278,0.22445734374453907,0.37708203738502744,0.5580294274979225,0.5775104033808236,0.901292972575484,0.7048949174517062,0.9524694368968536
Mobile,42.70525163124609,1,6.34123571003235,11.583402786408321,1,30,6,0,2,39,7,3.1466573061187293,4.447679179629843,0.5800919347077974,0.10116088877543561,0.16322136253732444,0.25634321362907897,0.7358205643279886,0.05199152150063158
Accessories,60.71019665525596,0,4.293004161738953,2.9918695829109554,19,35,28,26,4,42,48,2.6739702302093313,3.4014532119938097,0.145874528832439,0.416529684282949,0.6153034868802917,0.8226279130826473,0.2622041495922791,0.3571275005460678
Mobile,84.46021304128814,1,1.3883649186286284,13.770526453714085,20,40,28,35,13,2,4,4.987820317286896,0.8947277396569087,0.923238356089087,0.5351472747087352,0.24201499094436107,0.25549035238861073,0.7642258180010125,0.9135233485193799
Laptop,20.405854361640607,1,4.614962974718367,1.6509621080838714,18,15,29,31,7,2,19,3.6890111141547557,0.16352241338232543,0.6753036536284563,0.19711552107751118,0.6602568871719832,0.951510736005243,0.9969418149096096,0.20907149723712048
Other,86.2274227611028,1,8.124720566755293,10.16434416603509,14,12,5,40,44,33,22,2.3777903687053055,4.181873246801543,0.6640193502102851,0.983263263904406,0.9509766405405017,0.5264013902437013,0.931492409585941,0.9446531231686717
Other,40.272693587224786,1,7.381793745234697,5.94961961130032,13,29,26,5,9,22,37,4.580545549454722,4.473687380822761,0.5326069451065466,0.6361009978744007,0.7681053860655684,0.055073826981893004,0.6746025321840237,0.12725874360634926
Other,74.53368058256247,0,2.6215153737839447,0.7064070193314742,48,29,40,18,4,5,21,4.035784648775432,4.7178480191889385,0.8132022406728234,0.16677837608101442,0.19380479292232844,0.7224884746092841,0.14011522723636383,0.8528416653964315
Mobile,67.69394423679647,1,7.805288913262322,3.8901714289154112,38,38,12,17,18,20,9,2.599280303369906,4.223152547394195,0.5085870940041597,0.18326358219768613,0.9008690869737849,0.5140784098884135,0.3815682237618834,0.4257784071587949
Laptop,96.22085425414971,1,4.786954323942977,4.477288529468431,36,39,14,37,27,32,48,4.466972482531543,3.213836462539366,0.5998948258125105,0.15379079915379468,0.16813054729117816,0.44775562976169014,0.9351269537491795,0.9930649225750817
Mobile,41.98617622649333,0,5.309952623930167,13.581036371805373,17,44,8,43,31,48,48,4.2492784220263236,3.979516208415996,0.10597377424295196,0.8276436394575867,0.6701653843228735,0.6058412113026904,0.21703094431204728,0.32772283335408303
Refrigerator,83.76057888152715,0,5.952554027344555,13.826049728881198,14,12,9,49,14,21,47,3.7041909603368754,3.2056287204526024,0.6418607766772599,0.5878723462119347,0.732195393940103,0.03718621464623506,0.6666798629381725,0.952315952165404
Mobile,83.745909919584,0,2.094518776698744,2.7156296673469305,17,2,26,22,15,0,48,4.69371821274996,4.786732226483905,0.09462836717231837,0.25569366639497826,0.23937899248832495,0.13845453718725953,0.1533880227539287,0.43489450082554804
Mobile,85.51127503040009,1,8.461638810331056,7.916088788898812,41,6,23,22,20,13,21,1.7743326896840539,3.1797751475533103,0.3126942750548043,0.9972130127736492,0.8627977724010577,0.504529927831696,0.6924389888310329,0.2715457414346393
Laptop,88.41485613376392,0,3.1903031102952517,4.278986559926937,13,34,50,33,38,43,49,0.49813533807302135,3.189453469047639,0.7263902324019019,0.8225105953425405,0.3122899586133213,0.642473991502069,0.9073749089416248,0.5648176795052094
Mobile,44.42735719230019,0,1.5292877641938873,3.358598250148735,24,10,2,24,45,49,44,4.67169630385223,3.8203511475942324,0.1441527023218827,0.1608930591451242,0.5492253710194452,0.7202889577622313,0.09650814274437813,0.9303796777058848
Refrigerator,38.671256051986916,1,3.0550164942166855,3.638678387945316,27,39,1,27,9,38,0,1.542650589774578,0.16840047812965442,0.35308274577361,0.34778224343301944,0.6669717018376796,0.3033932423560305,0.7917637652389856,0.17710476158764332
Accessories,73.94636701084492,1,0.9953919472433448,2.4171619029125684,44,21,3,24,31,35,22,0.6658125529223696,2.2477321865788253,0.9967151724815729,0.9172164060059744,0.3584306960285957,0.9818765597983918,0.2981942140650533,0.6404238153600051
Laptop,46.2997281550856,0,4.733215803305177,0.9926800356335586,27,27,0,11,3,50,39,0.39236463281556166,0.46243708243879245,0.15764131939104387,0.18920672028857133,0.2910650644364916,0.8271977384679646,0.966214031417601,0.7692888443391461
Laptop,32.39588454826781,1,0.020834476209188324,7.5339475076003195,49,21,43,29,2,46,29,2.7061944184889084,3.0501931349763396,0.7813733121642212,0.4500550405962428,0.33079647826746805,0.26284195207771155,0.6619055643529352,0.14309838947811004
Other,51.35843298475397,1,4.814507032122457,1.3798919831748484,40,25,21,1,40,26,7,4.440254155841794,0.45708012365985484,0.4689651133586572,0.7988865826244466,0.3157231723940841,0.5856752724563538,0.963281336859429,0.7755348998215943
Other,44.12793096416371,0,1.8578029793051964,4.641154063099803,48,36,42,9,29,43,18,1.3457760073406173,3.1095829291068022,0.07294863204552327,0.5198386848189669,0.3435431697027098,0.620152643801279,0.6456762452523446,0.21101346947079513
Television,59.72597570760607,1,0.9734139252687257,4.122458645059289,22,13,41,39,49,3,11,0.8159762099982787,4.921981688337946,0.5077234961192113,0.6866131988007746,0.6477330079858826,0.9511369750462004,0.10209584153414808,0.5956500693306513
Other,24.027870299774374,0,8.804076691693897,4.126445566935243,10,4,18,10,1,22,19,4.7066855509106,1.1549333211573272,0.5849336687545259,0.00261618975461686,0.43004389045471203,0.5409536691931158,0.9872524610572664,0.41380047875523784
Refrigerator,75.24864305732582,0,3.6765990904152055,11.3842189505466,2,34,6,2,15,13,27,0.19671572798672432,1.913410766666606,0.5794632999098279,0.14541189359762874,0.4040267914264305,0.6734261043712366,0.7385790214076773,0.9704123385893688
Refrigerator,49.12181933938753,1,8.211740995975237,7.8290161272968835,35,9,43,39,25,7,12,2.4899704840878596,4.7924990868988635,0.8249055202564768,0.85104905289159,0.09839679450765104,0.36954983527695884,0.7793034215426972,0.4312893473535858
Refrigerator,37.22477915350388,1,7.946818618210668,0.662908474665484,44,28,15,49,8,50,22,2.7822774042357548,1.4933818074692944,0.20679771917406709,0.9263244438437818,0.3797524970239422,0.3710208071609945,0.9496347010575619,0.7602088907543602
Accessories,87.54341869953149,1,4.488838896550091,5.436572579198242,42,37,8,48,41,30,35,1.1043071161990026,1.3835732966602299,0.13187358977344676,0.5423742446507509,0.884012890070008,0.9629246713761199,0.09201808366293784,0.36650012329902937
Television,38.371276198754984,1,7.5099382341155,7.36808644501021,12,36,6,2,13,13,30,0.14040436478858997,1.9437388159204887,0.10091371147405093,0.2476440844068254,0.2882842064667964,0.6798026312453294,0.12299110254477774,0.23739609854869148
Refrigerator,33.83094449386226,1,6.086081135625251,0.3519154433905136,29,31,1,29,48,28,50,1.4094459997546767,3.242950119721128,0.561152163023084,0.18240771095184227,0.6396354379819198,0.7837840352193162,0.06839254587116683,0.945351083374468
Other,51.0304424881846,1,8.79286262693147,11.327986436388187,47,21,27,46,19,40,47,3.235876179936673,1.6739778595208965,0.771196096739257,0.9433628201580154,0.7966841424202329,0.25244289631415195,0.7411454197011502,0.7105029313925415
Accessories,50.399173587446896,1,1.227551447130465,11.552038777976753,36,14,23,18,1,13,36,2.042506458503282,2.5667415743581232,0.24081713191704757,0.9135365975797054,0.023789030288931534,0.621833283303108,0.35082035488671603,0.4981350309693676
Television,24.523233295448115,1,7.518699493967155,13.72395421881382,16,31,38,23,14,21,25,1.079950709469963,4.245322091972236,0.8917004922772015,0.4242583333133647,0.6948038470245637,0.945057689515525,0.33953560820750084,0.9541097323528104
Mobile,57.98425337979123,1,0.3695942946319164,5.981326458434992,42,0,39,34,14,6,1,1.4628608776155327,4.601384470980934,0.30672339799932724,0.5506180617124856,0.48476647022696495,0.5566332698736541,0.28401414187029517,0.7970026137666584
Refrigerator,38.48779477631553,0,6.5652494968671835,11.016190202293593,4,46,2,34,34,26,46,1.2027980021542706,4.546709415398157,0.30334935922608774,0.8253489911839428,0.4703905720642768,0.6640714897705972,0.1266744036169738,0.49605081676277163
Television,51.16101286170679,0,1.0501272617762192,0.34638572595546147,25,38,1,8,29,15,19,3.2143813546200666,3.875836728660186,0.5241823153309015,0.2707883879443942,0.16145960223037925,0.6990891209254242,0.5287637549543318,0.060860802277658665
Television,84.93498496206466,1,8.193574097538209,2.014956588492081,2,1,19,7,47,7,44,2.2622440183702377,4.735172103294044,0.4246112521944331,0.8719875314701472,0.4842086414128576,0.6939826955473622,0.9058862782686,0.07793949544864054
Television,36.0252049875983,0,7.093221834919997,13.121575116038708,49,46,15,46,12,26,14,0.44491378022428585,1.120591308748129,0.9205516150588591,0.32553574663469986,0.24757179555582853,0.06728247229411932,0.7404761066807791,0.6312429115947072
Refrigerator,53.47275641885211,1,1.4911546118798424,14.286652146094326,45,6,43,22,18,23,50,2.756554668268933,3.7587385653516394,0.10567762450369267,0.8689702001199772,0.1386437286218971,0.29134475439762686,0.768216806605403,0.36768042022725167
Laptop,34.06688527740766,0,9.489389435071375,13.568243991832714,12,42,39,43,44,35,49,2.5105885577405136,0.07143188333947503,0.8048649693309515,0.6645091345796873,0.26357075069105196,0.04131589795549362,0.6221940086402318,0.741227763760175
Refrigerator,49.02615979211838,1,4.642180702934285,10.215523790361228,10,27,20,11,25,46,4,0.7319145109190378,3.6326256118918003,0.7595644785283772,0.6240149056807328,0.04971800011762617,0.48999944705145415,0.2163118815838171,0.7707166293778899
Accessories,24.53037050556107,1,0.7044680315622764,12.399657889508836,28,44,38,24,25,20,31,4.798963582053442,2.8915554344442764,0.31506215776051794,0.4580303637890675,0.46833382810565527,0.9101697167143015,0.019938359904999037,0.6265282133487562
Other,81.75488767382959,0,9.930675667761419,3.642221621743982,8,43,2,12,45,11,48,4.565787829619535,3.819054454539323,0.7729622352798563,0.20355063028109488,0.34221352556524676,0.364554119543663,0.21770541722907388,0.8094057817071563
Other,34.563440226835944,1,1.7995884245097304,0.4247102392686525,35,18,47,29,14,29,31,3.9102536104119427,3.762308950299022,0.8609827133879753,0.11602210088426701,0.051403475482432515,0.7228700535235213,0.654628308210855,0.24696618695588812
Accessories,62.893878527002734,1,0.837641211177802,5.062560618650573,27,46,45,26,22,0,41,1.272683972049569,0.4277281095272206,0.062392178242493546,0.7377233290743147,0.7764664090891009,0.8219322628776351,0.9811081302008192,0.052386170242069596
Refrigerator,64.95375544402543,1,0.024757033424416264,13.271121278269026,10,15,25,37,4,5,37,3.173627193339163,0.013442807062095108,0.3085108003964352,0.6264551809074301,0.3524501341195664,0.08629274653306285,0.40850653467800435,0.0589740063632348
Mobile,63.0053500409905,0,9.565469316948308,4.463696310150295,28,16,10,50,3,20,45,2.7954061602260905,2.7151741382638632,0.35700383651854917,0.33142945116954226,0.9090041318579204,0.39807586720937127,0.3102920247841008,0.7228984392973588
Television,20.727295352683896,1,6.842287619471646,11.31156350470212,12,32,7,10,31,47,10,3.7692046806828463,3.9947906184779836,0.7359103290747396,0.6580444187399437,0.6983493062525865,0.5288601203284108,0.19178340812613048,0.12158656390710587
Refrigerator,93.1719496437419,0,8.957171761263382,11.0241251859321,42,43,38,18,33,19,43,3.727407923824706,4.574463059247604,0.616416029786347,0.28304950610356383,0.7324821607763329,0.03713777086606784,0.17525918991061817,0.2655439029675154
Television,25.9879530359499,1,5.04798873591887,2.8111574277676037,23,19,29,35,37,37,48,3.4166287285475168,1.1979689056417882,0.5400591612829478,0.4250083892760751,0.16977489857161643,0.05817497160922758,0.7955023585130528,0.9871187270854637
Other,84.7366625534415,1,2.2605221871440264,6.873047442002996,5,2,42,36,17,48,28,1.914210321959386,4.188055121498801,0.33042297650197106,0.2407835969896871,0.284587555166284,0.2786006025649924,0.5596572899183999,0.41914783113097165
Other,44.16681875193866,0,9.953453257816546,3.2560879060174015,42,47,26,39,31,14,50,1.5953928884786472,3.1556182420610943,0.9053668563811649,0.2803173044845676,0.6321564211329394,0.962804470763529,0.9400072312084183,0.9326500280091419
Refrigerator,30.07013522714697,1,0.567236868727925,4.502456137017773,3,45,17,25,45,13,36,1.3770381111278223,1.8126928497299921,0.6391885878977004,0.792183256625635,0.0561852035994882,0.8546729807472291,0.4768617555417882,0.7754500120651552
Laptop,82.77857019296586,0,7.317876665709214,13.382971235265519,8,47,48,21,21,38,48,3.8602948811668103,3.2317462471465714,0.3902392544097497,0.7486968470178393,0.43402565430638984,0.6489932538367125,0.554430017279275,0.723110516262254
Other,85.87509576524032,0,5.605734568135966,14.746522011856381,12,8,27,6,4,14,17,1.3539125327545771,2.218580201948015,0.4494203529228069,0.21764749757419044,0.30280471618771965,0.682704813317635,0.5567184411881206,0.7693393009478174
Accessories,24.3050958601677,0,8.733839293836187,2.1642386768936057,32,11,34,30,17,45,20,2.665824844078064,2.0911263602542567,0.7703968087898511,0.9729301540626667,0.28644786228793595,0.8544736009935278,0.38592742450593187,0.9647733917116194
Refrigerator,57.94556665900732,1,8.565759454433119,3.5575581965269687,41,21,27,7,14,36,35,2.6953649258138928,2.1471600309357717,0.2829388704734235,0.5621217358451076,0.8696933848320479,0.8599409497374055,0.8945166038321108,0.8460798994523966
Refrigerator,78.12829516758066,1,5.300107182770728,10.491441729238417,23,38,19,22,14,22,8,3.3987270744256253,2.380212528880735,0.674289168638805,0.9039629684883372,0.32404667451433067,0.8980694249690057,0.5630322559677727,0.17994091564646797
Television,57.58653875948877,0,7.676585411658525,8.763406575596491,2,6,10,39,16,3,13,0.9216700730830568,0.36310540616570686,0.5653280923681536,0.5430320185136275,0.214861650278523,0.22396161264945813,0.25129502306996354,0.7820531667405012
Mobile,36.04061854051875,1,1.5156187158919165,6.0562994581871035,50,41,5,4,0,12,33,1.0596094718645817,1.9226154803871203,0.7447148832857968,0.5249591231930799,0.014372625703311992,0.00787482014270735,0.8437134436933004,0.6432900889501769
Other,86.83885081452742,1,3.814890157249696,11.500120917962017,49,8,26,8,27,25,37,4.544299660096977,4.690054244450414,0.11793928766509731,0.3046590208816664,0.6835363877043419,0.1724139496600705,0.20803623487426148,0.5675534544937921
Refrigerator,88.86551780632428,0,7.3160378743770185,3.918834489026996,17,21,13,34,19,33,47,2.8946793981765833,0.2554390980065985,0.3396526206966032,0.8536015047636424,0.1737206849407884,0.41572125991857456,0.9030145812623561,0.39077070137093006
Accessories,75.20025528359153,1,9.101333200953706,8.13860588021366,21,34,44,32,35,33,4,4.769672156658446,0.22627384577519283,0.06909824227864902,0.2000042175833201,0.3179207978397782,0.10279277476798365,0.24927663484021623,0.31110844558168704
Mobile,60.84905579715291,0,1.6255476749543174,8.792562678983973,43,28,12,19,15,38,25,3.817527795324764,4.051498516637247,0.46498712675879694,0.3889518552816589,0.9877560731834168,0.5720218767052907,0.9364954986360986,0.7748034292275024
Mobile,51.75047380375645,0,4.533585954957356,5.884285642700872,47,49,10,28,43,33,15,1.1925488613624142,2.366638399783288,0.21456516054191221,0.8373365047320979,0.8812971546158952,0.46339856354041997,0.2214141906627809,0.7117825982496819
Accessories,22.916143766836665,1,3.0046736230640114,9.927133911953264,2,24,6,20,3,24,31,2.8507830999694117,1.0347296075442496,0.6794802283254388,0.05318823297077657,0.9057790422173212,0.7447509682166332,0.663643613707154,0.7416561193408062
Television,97.93649412843875,0,5.096466457334012,10.126484732153367,43,11,29,5,16,11,42,0.0940280200123883,1.1983669602920348,0.35405156999383736,0.6142340752666958,0.36447954207255173,0.49815496968725415,0.9924331538649105,0.8751444785562654
Television,38.272070317078395,0,9.607087304675742,9.33531287776626,46,41,18,2,0,14,40,1.6681903668082803,3.3464714385242726,0.8643395024261873,0.1679933991935535,0.9463425371167581,0.5886531984405765,0.9817409065702726,0.4434313419181952
Other,57.784754012942514,0,4.108351876237208,0.2319123656303934,42,26,18,11,17,6,4,4.4108588515041,1.8234568046113013,0.31987289095450244,0.6361216126020494,0.5015563446635596,0.9839423095018659,0.3771632358995134,0.14816336739190772
Mobile,56.97513323295625,0,6.248959405627474,0.5263107476177364,6,19,2,21,44,25,25,4.016180679085949,1.0237797155030521,0.5600093953674822,0.38724510572720894,0.06054484680487682,0.5143442108662211,0.4772944471048185,0.6455580176286032
Mobile,87.74423075296303,0,7.282022899623543,12.578489591255705,12,2,9,43,38,26,5,2.6461125056777055,3.6476277782706816,0.13876323300944837,0.38342796068963303,0.2396457974746553,0.2861633056322591,0.20451648846855985,0.5988307928161971
Refrigerator,25.933682835871572,0,4.634560408251547,0.6063094510103229,36,35,25,9,20,42,14,1.3220980303722207,4.99488420192323,0.6538267789772682,0.1914075560941152,0.299128851181103,0.887534881604936,0.4559142905685267,0.2654019536247859
Television,23.69969186443293,1,5.095324959902886,2.5380332028840606,23,15,30,3,1,4,35,3.507760262957614,4.024028728844683,0.5880270616219777,0.49749388072390854,0.8515183716151875,0.6834011107175606,0.12453728616644055,0.9836530685818715
Laptop,67.8746290074513,0,9.982434660118924,10.192735546778275,2,21,37,45,23,0,2,1.14784256867147,4.1045072945615395,0.12566631410882034,0.6949045236669813,0.21546255751488919,0.24253292850282604,0.457231380252342,0.5360912224934513
Laptop,61.555385168995926,0,0.2596199670482324,11.719920982038714,41,28,31,26,35,3,14,2.4205902334941243,1.7500017265303924e-05,0.9037536772805446,0.6691669883450945,0.9544855516653297,0.4830486965920199,0.42103242855115575,0.49054892509140435
Refrigerator,49.59177957499173,0,4.747115118653192,10.173479512153442,28,39,42,12,15,20,6,2.8708376958243593,1.663936742591137,0.20508338374821322,0.7891967656834954,0.06403062658411363,0.9576557725495427,0.7421312230599734,0.9594272860653446
Accessories,94.53007671888224,0,8.273491394316842,5.698455727508556,15,4,46,18,47,22,5,3.8965229953288953,4.516587002800459,0.2436743995111018,0.6131846430271106,0.15905011755672727,0.6722289950325853,0.510369948896391,0.7737757046677403
Mobile,49.47525303628702,1,6.325944855689824,7.727060177043963,29,43,34,1,38,27,34,0.7921319623825579,0.3773444599049919,0.39318605342438473,0.22892606350657874,0.7641057235396002,0.2785799241766641,0.20825312555962683,0.7389698583158661
Mobile,76.81860909353546,0,4.903230332330216,5.612636073758109,32,8,9,41,4,5,36,1.3158844990948182,4.179956207692398,0.17046611893012087,0.3958613270908219,0.8770066566404265,0.12907077927503152,0.7843281304533823,0.41862928286539614
Other,78.71516102751272,0,9.387654152306462,6.775417866630539,39,28,3,49,38,7,23,2.38941990083114,2.2844664715839578,0.19799149999314025,0.48797746136964615,0.22576209794238977,0.5421805506184659,0.4080299221757796,0.9188678875724577
Laptop,57.24296357804248,0,9.168139940269553,5.503992792341278,49,14,40,2,17,50,5,4.836658305434405,4.579349168507541,0.7392605449640879,0.5012370548118433,0.8702910708068073,0.2251589413793147,0.7958571131157343,0.8640817756072271
Mobile,46.20188669045456,1,2.1304909080209242,1.912070462162031,40,46,9,18,0,9,40,1.7104542742046036,1.1588354880346863,0.41351084038363695,0.458326066310594,0.43813049271609894,0.7097297987600862,0.537295546758064,0.9497790144132677
Mobile,37.4550119130809,0,8.615265436782076,0.4343802412631931,32,42,18,30,9,31,38,4.891877822568538,3.3916783868023077,0.22912010881159528,0.9810002824221834,0.5068925982524487,0.7420529009095875,0.2335577397899048,0.27268878195782376
Refrigerator,71.29058125143501,0,5.443608648747334,6.708458859975848,36,12,49,12,5,22,34,0.08975296197585969,1.4844336597524537,0.1794787956654238,0.41030147843412257,0.13543397855734585,0.4244544870469493,0.5133493622550822,0.24574540492113428
Accessories,78.62816085504366,1,1.4624103307903302,13.459112116934163,6,40,39,7,39,50,18,0.5446829861039293,0.9026545093194005,0.03509074419827318,0.11302755655837671,0.920869879142823,0.8098246337507449,0.8650889641793632,0.6630406646193873
Accessories,49.07944305841336,0,7.440754594959112,2.141342059699766,22,35,47,47,39,18,21,3.2067954063675113,0.6610420317400734,0.26571290258406655,0.9340180530171739,0.7882522310971082,0.8946085932561226,0.37399322199287355,0.7485970081796227
Accessories,37.975184526589516,0,3.826937335622546,8.533349477016403,17,7,21,45,46,20,24,4.388938618925012,1.2402333478097949,0.1860603180991378,0.6641701756559323,0.6185463638563604,0.10406471940811379,0.2184255887279687,0.32090979748148707
Laptop,87.92523522853652,1,6.223039831568187,4.67446599390508,45,36,4,0,6,22,34,2.485678571132246,2.0065036677467556,0.5469566187957332,0.27968917682997907,0.5890147608662663,0.1947056942689095,0.8345554065221459,0.8178299597486784
Other,95.57323788324665,1,4.398246248704516,9.055687153581182,28,46,14,0,41,41,25,3.6192203859270338,3.799336705900209,0.32197093584366343,0.8499182737928414,0.3572234870526426,0.7461552309796123,0.9189829322495562,0.19534372306956027
Mobile,60.43344508888431,1,3.6240513448265945,14.245826744348555,29,36,37,25,47,20,23,3.675109210464539,3.167254979145311,0.7410520546474559,0.5209242008366965,0.6348848312918135,0.08504055340387262,0.4571550482348584,0.6518894022726854
Mobile,93.42214187344857,0,6.641822486942547,1.6075809877571534,19,8,45,40,19,33,8,3.757187802371437,1.7982821231081432,0.5310539202954784,0.3675916938770628,0.8044202311898291,0.2810704399205608,0.4351016641105464,0.2643825439186641
Refrigerator,41.76648110751412,1,8.144972707788845,13.80909620848955,5,0,31,48,0,15,6,4.044817231213414,1.776257321156005,0.8290411073831617,0.41037356937765934,0.17890586865561664,0.49182714907208736,0.478200406942889,0.6890943520718715
Other,67.96002534322248,0,7.535534976149472,2.399910963782865,44,34,46,43,21,25,9,0.6898390289177053,3.3138149961398606,0.9741524854758066,0.6126440723728713,0.12488873300324921,0.38678192222342933,0.5217133774343086,0.0815592228969606
Refrigerator,45.34953023259381,0,3.783066982499105,6.7752141632094265,16,25,0,32,39,46,46,3.691222432355304,2.340560938832004,0.34270066916477504,0.4455726623124736,0.474842664156105,0.8198140253205591,0.2446681337595774,0.37934019983118406
Laptop,53.403899298574785,1,6.925890593193084,2.2836568357031295,43,18,30,8,47,39,31,3.2394551778912835,3.9260962463010953,0.514106463722027,0.6434865321427983,0.7885562528295328,0.9176229473654361,0.8246966144435982,0.7929940890692623
Refrigerator,25.863835926214183,1,6.694545837449912,13.184000107540296,2,2,45,39,30,8,41,2.353464434840309,1.5285314809714545,0.7639362181842293,0.5703383205357632,0.5798241278460049,0.41772284475176813,0.02292421878586992,0.1290947593391183
Other,97.09686434598098,0,6.413786498171107,5.572728643111543,12,7,44,4,8,27,48,4.002919495519539,0.42381064814735137,0.11683295046641018,0.2887504475148599,0.6670032094704956,0.7483151041696585,0.05130815158029234,0.44248820503627473
Laptop,56.93794659880122,0,4.684216619099802,9.399229348715274,19,28,18,43,31,21,0,0.24915248984655247,4.309990571357979,0.05333299279772907,0.3665144430191404,0.3142497503326912,0.23518453626206726,0.9491271727122641,0.012302749624831688
Refrigerator,79.0652835566786,1,9.122470148264485,2.1290019227775243,37,32,40,44,4,4,47,0.6295150487911971,0.6907683225709993,0.2809977768232804,0.21052650792949956,0.5554500770997703,0.730357791813094,0.06707584601671257,0.2689440230800142
Refrigerator,71.80499244679916,0,6.481374663281169,2.938639753721998,11,12,0,3,2,50,21,1.9625946290346725,3.4180523051494403,0.12954421902434277,0.023376714293493084,0.8414829628328269,0.4227839959687145,0.9521943295461646,0.9133110017563969
Refrigerator,62.311642014335185,0,3.816400151939676,12.652832862039219,4,23,9,35,48,40,31,1.2216619606003642,3.14470878739687,0.034639852573004615,0.6586602263685671,0.27346694337386757,0.7926394205192008,0.13490561962648817,0.3473852905097621
Refrigerator,46.344311249355485,1,3.048717643708836,2.4100669711854965,38,38,23,41,2,29,16,2.271369331991383,0.5570593733018248,0.3655228465324777,0.804536813767748,0.26902346496920115,0.4614433835210898,0.1754394739205527,0.5309336221009383
Laptop,83.50518023784755,1,0.995639932760215,13.42898849119871,16,29,45,32,3,27,27,3.925107293984725,3.2440760796657515,0.9038979452680881,0.9287992430147963,0.5439927453441233,0.4699279788151528,0.9597408122578057,0.4196430940072905
Refrigerator,61.23646490329377,0,5.164395497892106,11.900256009606919,39,24,20,9,41,34,37,1.787979082440398,3.1877900401052344,0.12910860430917814,0.10304397843667046,0.10387121312344139,0.3535580158709576,0.041821283361141104,0.30220405500443237
Other,42.31838502668484,0,2.0081718678610585,6.530771512159964,13,45,31,42,12,49,8,1.343873221390754,3.9005127349950044,0.39712061863077575,0.7784350144662703,0.9402873187485389,0.47886096570783643,0.03805782164293381,0.8358377626361524
Laptop,21.081941234667482,0,1.5385220727049875,1.0006559026899708,9,6,37,40,35,47,32,4.178548398404413,1.0941166856953854,0.5510164321463908,0.6907268030302608,0.9764930131188794,0.11664657516158261,0.5993655847826928,0.9520072673081997
Mobile,58.419654107145185,1,9.402610248487186,3.0259401856904447,22,24,30,4,27,39,50,4.11435626222857,1.5704811228988107,0.30130271925830143,0.6537716904220551,0.17057502600715246,0.030255119338984948,0.9730872489008098,0.603936433247163
Television,41.28203522239379,0,4.798998607814221,1.6700781133521825,49,21,47,40,13,34,40,4.079770170675393,0.2873151474397856,0.18684743453467678,0.5714816691805681,0.45159879994886043,0.38393415947336806,0.347173634049568,0.12381768503972657
Television,70.60208376098544,1,8.26902228770976,6.810962995756893,1,23,29,14,38,3,20,2.4023684170461292,1.0602893561385018,0.737825786762732,0.17315440952313044,0.3965876934420378,0.17275690298804247,0.18061161773550172,0.37875571143249154
